编号,名称,上级
520425,紫云苗族布依族自治县,5204
5205,毕节市,52
520502,七星关区,5205
520521,大方县,5205
520522,黔西县,5205
520523,金沙县,5205
520524,织金县,5205
520525,纳雍县,5205
520526,威宁彝族回族苗族自治县,5205
520527,赫章县,5205
5206,铜仁市,52
520602,碧江区,5206
520603,万山区,5206
520621,江口县,5206
520622,玉屏侗族自治县,5206
520623,石阡县,5206
520624,思南县,5206
520625,印江土家族苗族自治县,5206
520626,德江县,5206
520627,沿河土家族自治县,5206
520628,松桃苗族自治县,5206
5223,黔西南布依族苗族自治州,52
522301,兴义市,5223
522302,兴仁市,5223
522323,普安县,5223
522324,晴隆县,5223
522325,贞丰县,5223
522326,望谟县,5223
522327,册亨县,5223
522328,安龙县,5223
5226,黔东南苗族侗族自治州,52
522601,凯里市,5226
522622,黄平县,5226
522623,施秉县,5226
522624,三穗县,5226
522625,镇远县,5226
522626,岑巩县,5226
522627,天柱县,5226
522628,锦屏县,5226
522629,剑河县,5226
522630,台江县,5226
522631,黎平县,5226
522632,榕江县,5226
522633,从江县,5226
522634,雷山县,5226
522635,麻江县,5226
522636,丹寨县,5226
5227,黔南布依族苗族自治州,52
522701,都匀市,5227
522702,福泉市,5227
522722,荔波县,5227
522723,贵定县,5227
522725,瓮安县,5227
522726,独山县,5227
522727,平塘县,5227
522728,罗甸县,5227
522729,长顺县,5227
522730,龙里县,5227
522731,惠水县,5227
522732,三都水族自治县,5227
53,云南省, 
5301,昆明市,53
530102,五华区,5301
530103,盘龙区,5301
530111,官渡区,5301
530112,西山区,5301
530113,东川区,5301
530114,呈贡区,5301
530115,晋宁区,5301
530124,富民县,5301
530125,宜良县,5301
530126,石林彝族自治县,5301
530127,嵩明县,5301
530128,禄劝彝族苗族自治县,5301
530129,寻甸回族彝族自治县,5301
530181,安宁市,5301
5303,曲靖市,53
530302,麒麟区,5303
530303,沾益区,5303
530304,马龙区,5303
530322,陆良县,5303
530323,师宗县,5303
530324,罗平县,5303
530325,富源县,5303
530326,会泽县,5303
530381,宣威市,5303
5304,玉溪市,53
530402,红塔区,5304
530403,江川区,5304
530422,澄江县,5304
530423,通海县,5304
530424,华宁县,5304
530425,易门县,5304
530426,峨山彝族自治县,5304
530427,新平彝族傣族自治县,5304
530428,元江哈尼族彝族傣族自治县,5304
5305,保山市,53
530502,隆阳区,5305
530521,施甸县,5305
530523,龙陵县,5305
530524,昌宁县,5305
530581,腾冲市,5305
5306,昭通市,53
530602,昭阳区,5306
530621,鲁甸县,5306
530622,巧家县,5306
530623,盐津县,5306
530624,大关县,5306
530625,永善县,5306
530626,绥江县,5306
530627,镇雄县,5306
530628,彝良县,5306
530629,威信县,5306
530681,水富市,5306
5307,丽江市,53
530702,古城区,5307
530721,玉龙纳西族自治县,5307
530722,永胜县,5307
530723,华坪县,5307
530724,宁蒗彝族自治县,5307
5308,普洱市,53
530802,思茅区,5308
530821,宁洱哈尼族彝族自治县,5308
530822,墨江哈尼族自治县,5308
530823,景东彝族自治县,5308
530824,景谷傣族彝族自治县,5308
530825,镇沅彝族哈尼族拉祜族自治县,5308
530826,江城哈尼族彝族自治县,5308
530827,孟连傣族拉祜族佤族自治县,5308
530828,澜沧拉祜族自治县,5308
530829,西盟佤族自治县,5308
5309,临沧市,53
530902,临翔区,5309
530921,凤庆县,5309
530922,云县,5309
530923,永德县,5309
530924,镇康县,5309
530925,双江拉祜族佤族布朗族傣族自治县,5309
530926,耿马傣族佤族自治县,5309
530927,沧源佤族自治县,5309
5323,楚雄彝族自治州,53
532301,楚雄市,5323
532322,双柏县,5323
532323,牟定县,5323
532324,南华县,5323
532325,姚安县,5323
532326,大姚县,5323
532327,永仁县,5323
532328,元谋县,5323
532329,武定县,5323
532331,禄丰县,5323
5325,红河哈尼族彝族自治州,53
532501,个旧市,5325
532502,开远市,5325
532503,蒙自市,5325
532504,弥勒市,5325
532523,屏边苗族自治县,5325
532524,建水县,5325
532525,石屏县,5325
532527,泸西县,5325
532528,元阳县,5325
532529,红河县,5325
532530,金平苗族瑶族傣族自治县,5325
532531,绿春县,5325
532532,河口瑶族自治县,5325
5326,文山壮族苗族自治州,53
532601,文山市,5326
532622,砚山县,5326
532623,西畴县,5326
532624,麻栗坡县,5326
532625,马关县,5326
532626,丘北县,5326
532627,广南县,5326
532628,富宁县,5326
5328,西双版纳傣族自治州,53
532801,景洪市,5328
532822,勐海县,5328
532823,勐腊县,5328
5329,大理白族自治州,53
532901,大理市,5329
532922,漾濞彝族自治县,5329
532923,祥云县,5329
532924,宾川县,5329
532925,弥渡县,5329
532926,南涧彝族自治县,5329
532927,巍山彝族回族自治县,5329
532928,永平县,5329
532929,云龙县,5329
532930,洱源县,5329
532931,剑川县,5329
532932,鹤庆县,5329
5331,德宏傣族景颇族自治州,53
533102,瑞丽市,5331
533103,芒市,5331
533122,梁河县,5331
533123,盈江县,5331
533124,陇川县,5331
5333,怒江傈僳族自治州,53
533301,泸水市,5333
533323,福贡县,5333
533324,贡山独龙族怒族自治县,5333
533325,兰坪白族普米族自治县,5333
5334,迪庆藏族自治州,53
533401,香格里拉市,5334
533422,德钦县,5334
533423,维西傈僳族自治县,5334
54,西藏自治区, 
5401,拉萨市,54
540102,城关区,5401
540103,堆龙德庆区,5401
540104,达孜区,5401
540121,林周县,5401
540122,当雄县,5401
540123,尼木县,5401
540124,曲水县,5401
540127,墨竹工卡县,5401
5402,日喀则市,54
540202,桑珠孜区,5402
540221,南木林县,5402
540222,江孜县,5402
540223,定日县,5402
540224,萨迦县,5402
540225,拉孜县,5402
540226,昂仁县,5402
540227,谢通门县,5402
540228,白朗县,5402
540229,仁布县,5402
540230,康马县,5402
540231,定结县,5402
540232,仲巴县,5402
540233,亚东县,5402
540234,吉隆县,5402
540235,聂拉木县,5402
540236,萨嘎县,5402
540237,岗巴县,5402
5403,昌都市,54
540302,卡若区,5403
540321,江达县,5403
540322,贡觉县,5403
540323,类乌齐县,5403
540324,丁青县,5403
540325,察雅县,5403
540326,八宿县,5403
540327,左贡县,5403
540328,芒康县,5403
540329,洛隆县,5403
540330,边坝县,5403
5404,林芝市,54
540402,巴宜区,5404
540421,工布江达县,5404
540422,米林县,5404
540423,墨脱县,5404
540424,波密县,5404
540425,察隅县,5404
540426,朗县,5404
5405,山南市,54
540502,乃东区,5405
540521,扎囊县,5405
540522,贡嘎县,5405
540523,桑日县,5405
540524,琼结县,5405
540525,曲松县,5405
540526,措美县,5405
540527,洛扎县,5405
540528,加查县,5405
540529,隆子县,5405
540530,错那县,5405
540531,浪卡子县,5405
5406,那曲市,54
540602,色尼区,5406
540621,嘉黎县,5406
540622,比如县,5406
540623,聂荣县,5406
540624,安多县,5406
540625,申扎县,5406
540626,索县,5406
540627,班戈县,5406
540628,巴青县,5406
540629,尼玛县,5406
540630,双湖县,5406
5425,阿里地区,54
542521,普兰县,5425
542522,札达县,5425
542523,噶尔县,5425
542524,日土县,5425
542525,革吉县,5425
542526,改则县,5425
542527,措勤县,5425
61,陕西省, 
6101,西安市,61
610102,新城区,6101
610103,碑林区,6101
610104,莲湖区,6101
610111,灞桥区,6101
610112,未央区,6101
610113,雁塔区,6101
610114,阎良区,6101
610115,临潼区,6101
610116,长安区,6101
610117,高陵区,6101
610118,鄠邑区,6101
610122,蓝田县,6101
610124,周至县,6101
6102,铜川市,61
610202,王益区,6102
610203,印台区,6102
610204,耀州区,6102
610222,宜君县,6102
6103,宝鸡市,61
610302,渭滨区,6103
610303,金台区,6103
610304,陈仓区,6103
610322,凤翔县,6103
610323,岐山县,6103
610324,扶风县,6103
610326,眉县,6103
610327,陇县,6103
610328,千阳县,6103
610329,麟游县,6103
610330,凤县,6103
610331,太白县,6103
6104,咸阳市,61
610402,秦都区,6104
610403,杨陵区,6104
610404,渭城区,6104
610422,三原县,6104
610423,泾阳县,6104
610424,乾县,6104
610425,礼泉县,6104
610426,永寿县,6104
610428,长武县,6104
610429,旬邑县,6104
610430,淳化县,6104
610431,武功县,6104
610481,兴平市,6104
610482,彬州市,6104
6105,渭南市,61
610502,临渭区,6105
610503,华州区,6105
610522,潼关县,6105
610523,大荔县,6105
610524,合阳县,6105
610525,澄城县,6105
610526,蒲城县,6105
610527,白水县,6105
610528,富平县,6105
610581,韩城市,6105
610582,华阴市,6105
6106,延安市,61
610602,宝塔区,6106
610603,安塞区,6106
610621,延长县,6106
610622,延川县,6106
610623,子长县,6106
610625,志丹县,6106
610626,吴起县,6106
610627,甘泉县,6106
610628,富县,6106
610629,洛川县,6106
610630,宜川县,6106
610631,黄龙县,6106
610632,黄陵县,6106
6107,汉中市,61
610702,汉台区,6107
610703,南郑区,6107
610722,城固县,6107
610723,洋县,6107
610724,西乡县,6107
610725,勉县,6107
610726,宁强县,6107
610727,略阳县,6107
610728,镇巴县,6107
610729,留坝县,6107
610730,佛坪县,6107
6108,榆林市,61
610802,榆阳区,6108
610803,横山区,6108
610822,府谷县,6108
610824,靖边县,6108
610825,定边县,6108
610826,绥德县,6108
610827,米脂县,6108
610828,佳县,6108
610829,吴堡县,6108
610830,清涧县,6108
610831,子洲县,6108
610881,神木市,6108
6109,安康市,61
610902,汉滨区,6109
610921,汉阴县,6109
610922,石泉县,6109
610923,宁陕县,6109
610924,紫阳县,6109
610925,岚皋县,6109
610926,平利县,6109
610927,镇坪县,6109
610928,旬阳县,6109
610929,白河县,6109
6110,商洛市,61
611002,商州区,6110
611021,洛南县,6110
611022,丹凤县,6110
611023,商南县,6110
611024,山阳县,6110
611025,镇安县,6110
611026,柞水县,6110
62,甘肃省, 
6201,兰州市,62
620102,城关区,6201
620103,七里河区,6201
620104,西固区,6201
620105,安宁区,6201
620111,红古区,6201
620121,永登县,6201
620122,皋兰县,6201
620123,榆中县,6201
6202,嘉峪关市,62
6203,金昌市,62
620302,金川区,6203
620321,永昌县,6203
6204,白银市,62
620402,白银区,6204
620403,平川区,6204
620421,靖远县,6204
620422,会宁县,6204
620423,景泰县,6204
6205,天水市,62
620502,秦州区,6205
620503,麦积区,6205
620521,清水县,6205
620522,秦安县,6205
620523,甘谷县,6205
620524,武山县,6205
620525,张家川回族自治县,6205
6206,武威市,62
620602,凉州区,6206
620621,民勤县,6206
620622,古浪县,6206
620623,天祝藏族自治县,6206
6207,张掖市,62
620702,甘州区,6207
620721,肃南裕固族自治县,6207
620722,民乐县,6207
620723,临泽县,6207
620724,高台县,6207
620725,山丹县,6207
6208,平凉市,62
620802,崆峒区,6208
620821,泾川县,6208
620822,灵台县,6208
620823,崇信县,6208
620825,庄浪县,6208
620826,静宁县,6208
620881,华亭市,6208
6209,酒泉市,62
620902,肃州区,6209
620921,金塔县,6209
620922,瓜州县,6209
620923,肃北蒙古族自治县,6209
620924,阿克塞哈萨克族自治县,6209
620981,玉门市,6209
620982,敦煌市,6209
6210,庆阳市,62
621002,西峰区,6210
621021,庆城县,6210
621022,环县,6210
621023,华池县,6210
621024,合水县,6210
621025,正宁县,6210
621026,宁县,6210
621027,镇原县,6210
6211,定西市,62
621102,安定区,6211
621121,通渭县,6211
621122,陇西县,6211
621123,渭源县,6211
621124,临洮县,6211
621125,漳县,6211
621126,岷县,6211
6212,陇南市,62
621202,武都区,6212
621221,成县,6212
621222,文县,6212
621223,宕昌县,6212
621224,康县,6212
621225,西和县,6212
621226,礼县,6212
621227,徽县,6212
621228,两当县,6212
6229,临夏回族自治州,62
622901,临夏市,6229
622921,临夏县,6229
622922,康乐县,6229
622923,永靖县,6229
622924,广河县,6229
622925,和政县,6229
622926,东乡族自治县,6229
622927,积石山保安族东乡族撒拉族自治县,6229
6230,甘南藏族自治州,62
623001,合作市,6230
623021,临潭县,6230
623022,卓尼县,6230
623023,舟曲县,6230
623024,迭部县,6230
623025,玛曲县,6230
623026,碌曲县,6230
623027,夏河县,6230
63,青海省, 
6301,西宁市,63
630102,城东区,6301
630103,城中区,6301
630104,城西区,6301
630105,城北区,6301
630121,大通回族土族自治县,6301
630122,湟中县,6301
630123,湟源县,6301
6302,海东市,63
630202,乐都区,6302
630203,平安区,6302
630222,民和回族土族自治县,6302
630223,互助土族自治县,6302
630224,化隆回族自治县,6302
630225,循化撒拉族自治县,6302
6322,海北藏族自治州,63
632221,门源回族自治县,6322
632222,祁连县,6322
632223,海晏县,6322
632224,刚察县,6322
6323,黄南藏族自治州,63
632321,同仁县,6323
632322,尖扎县,6323
632323,泽库县,6323
632324,河南蒙古族自治县,6323
6325,海南藏族自治州,63
632521,共和县,6325
632522,同德县,6325
632523,贵德县,6325
632524,兴海县,6325
632525,贵南县,6325
6326,果洛藏族自治州,63
632621,玛沁县,6326
632622,班玛县,6326
632623,甘德县,6326
632624,达日县,6326
632625,久治县,6326
632626,玛多县,6326
6327,玉树藏族自治州,63
632701,玉树市,6327
632722,杂多县,6327
632723,称多县,6327
632724,治多县,6327
632725,囊谦县,6327
632726,曲麻莱县,6327
6328,海西蒙古族藏族自治州,63
632801,格尔木市,6328
632802,德令哈市,6328
632803,茫崖市,6328
632821,乌兰县,6328
632822,都兰县,6328
632823,天峻县,6328
64,宁夏回族自治区, 
6401,银川市,64
640104,兴庆区,6401
640105,西夏区,6401
640106,金凤区,6401
640121,永宁县,6401
640122,贺兰县,6401
640181,灵武市,6401
6402,石嘴山市,64
640202,大武口区,6402
640205,惠农区,6402
640221,平罗县,6402
6403,吴忠市,64
640302,利通区,6403
640303,红寺堡区,6403
640323,盐池县,6403
640324,同心县,6403
640381,青铜峡市,6403
6404,固原市,64
640402,原州区,6404
640422,西吉县,6404
640423,隆德县,6404
640424,泾源县,6404
640425,彭阳县,6404
6405,中卫市,64
640502,沙坡头区,6405
640521,中宁县,6405
640522,海原县,6405
65,新疆维吾尔自治区, 
6501,乌鲁木齐市,65
650102,天山区,6501
650103,沙依巴克区,6501
650104,新市区,6501
650105,水磨沟区,6501
650106,头屯河区,6501
650107,达坂城区,6501
650109,米东区,6501
650121,乌鲁木齐县,6501
6502,克拉玛依市,65
650202,独山子区,6502
650203,克拉玛依区,6502
650204,白碱滩区,6502
650205,乌尔禾区,6502
6504,吐鲁番市,65
650402,高昌区,6504
650421,鄯善县,6504
650422,托克逊县,6504
6505,哈密市,65
650502,伊州区,6505
650521,巴里坤哈萨克自治县,6505
650522,伊吾县,6505
6523,昌吉回族自治州,65
652301,昌吉市,6523
652302,阜康市,6523
652323,呼图壁县,6523
652324,玛纳斯县,6523
652325,奇台县,6523
652327,吉木萨尔县,6523
652328,木垒哈萨克自治县,6523
6527,博尔塔拉蒙古自治州,65
652701,博乐市,6527
652702,阿拉山口市,6527
652722,精河县,6527
652723,温泉县,6527
6528,巴音郭楞蒙古自治州,65
652801,库尔勒市,6528
652822,轮台县,6528
652823,尉犁县,6528
652824,若羌县,6528
652825,且末县,6528
652826,焉耆回族自治县,6528
652827,和静县,6528
652828,和硕县,6528
652829,博湖县,6528
6529,阿克苏地区,65
652901,阿克苏市,6529
652922,温宿县,6529
652923,库车县,6529
652924,沙雅县,6529
652925,新和县,6529
652926,拜城县,6529
652927,乌什县,6529
652928,阿瓦提县,6529
652929,柯坪县,6529
6530,克孜勒苏柯尔克孜自治州,65
653001,阿图什市,6530
653022,阿克陶县,6530
653023,阿合奇县,6530
653024,乌恰县,6530
6531,喀什地区,65
653101,喀什市,6531
653121,疏附县,6531
653122,疏勒县,6531
653123,英吉沙县,6531
653124,泽普县,6531
653125,莎车县,6531
653126,叶城县,6531
653127,麦盖提县,6531
653128,岳普湖县,6531
653129,伽师县,6531
653130,巴楚县,6531
653131,塔什库尔干塔吉克自治县,6531
6532,和田地区,65
653201,和田市,6532
653221,和田县,6532
653222,墨玉县,6532
653223,皮山县,6532
653224,洛浦县,6532
653225,策勒县,6532
653226,于田县,6532
653227,民丰县,6532
6540,伊犁哈萨克自治州,65
654002,伊宁市,6540
654003,奎屯市,6540
654004,霍尔果斯市,6540
654021,伊宁县,6540
654022,察布查尔锡伯自治县,6540
654023,霍城县,6540
654024,巩留县,6540
654025,新源县,6540
654026,昭苏县,6540
654027,特克斯县,6540
654028,尼勒克县,6540
6542,塔城地区,65
654201,塔城市,6542
654202,乌苏市,6542
654221,额敏县,6542
654223,沙湾县,6542
654224,托里县,6542
654225,裕民县,6542
654226,和布克赛尔蒙古自治县,6542
6543,阿勒泰地区,65
654301,阿勒泰市,6543
654321,布尔津县,6543
654322,富蕴县,6543
654323,福海县,6543
654324,哈巴河县,6543
654325,青河县,6543
654326,吉木乃县,6543
659001,石河子市,65
659002,阿拉尔市,65
659003,图木舒克市,65
659004,五家渠市,65
659005,北屯市,65
659006,铁门关市,65
659007,双河市,65
659008,可克达拉市,65
659009,昆玉市,65
71,台湾省, 
81,香港特别行政区, 
82,澳门特别行政区, 
